uniprot_id,gene_id
P26232,ENSG00000066032
P26358,ENSG00000130816
P26368,ENSG00000063244
P26373,ENSG00000167526
P26599,ENSG00000011304
P26639,ENSG00000113407
P26640,ENSG00000204394
P26641,ENSG00000254772
P27105,ENSG00000148175
P27144,ENSG00000162433
P27348,ENSG00000134308
P27448,ENSG00000075413
P27469,ENSG00000123689
P27540,ENSG00000143437
P27635,ENSG00000147403
P27694,ENSG00000132383
P27695,ENSG00000100823
P27707,ENSG00000156136
P27708,ENSG00000084774
P27797,ENSG00000179218
P27816,ENSG00000047849
P27824,ENSG00000127022
P27986,ENSG00000145675
P28062,ENSG00000204264
P28065,ENSG00000240065
P28066,ENSG00000143106
P28067,ENSG00000204257
P28070,ENSG00000159377
P28072,ENSG00000142507
P28074,ENSG00000100804
P28288,ENSG00000117528
P28289,ENSG00000136842
P28290,ENSG00000138434
P28331,ENSG00000023228
P28340,ENSG00000062822
P28360,ENSG00000163132
P28370,ENSG00000102038
P28482,ENSG00000100030
P28562,ENSG00000120129
P28715,ENSG00000134899
P28749,ENSG00000080839
P28838,ENSG00000002549
P29083,ENSG00000153767
P29350,ENSG00000111679
P29353,ENSG00000160691
P29374,ENSG00000032219
P29375,ENSG00000073614
P29401,ENSG00000163931
P29466,ENSG00000137752
P29590,ENSG00000140464
P29597,ENSG00000105397
P29692,ENSG00000104529
P29728,ENSG00000111335
P30040,ENSG00000089248
P30044,ENSG00000126432
P30049,ENSG00000099624
P30050,ENSG00000197958
P30101,ENSG00000167004
P30153,ENSG00000105568
P30154,ENSG00000137713
P30260,ENSG00000004897
P30279,ENSG00000118971
P30304,ENSG00000164045
P30305,ENSG00000101224
P30511,ENSG00000204642
P30520,ENSG00000035687
P30530,ENSG00000167601
P30533,ENSG00000163956
P30559,ENSG00000180914
P30566,ENSG00000239900
P30622,ENSG00000130779
P30679,ENSG00000060558
P30793,ENSG00000131979
P30825,ENSG00000139514
P30837,ENSG00000137124
P30876,ENSG00000047315
P31040,ENSG00000073578
P31150,ENSG00000203879
P31321,ENSG00000188191
P31323,ENSG00000005249
P31327,ENSG00000021826
P31350,ENSG00000171848
P31483,ENSG00000116001
P31629,ENSG00000010818
P31689,ENSG00000086061
P31785,ENSG00000147168
P31939,ENSG00000138363
P31941,ENSG00000128383
P31943,ENSG00000169045
P31948,ENSG00000168439
P31949,ENSG00000163191
P32019,ENSG00000204084
P32189,ENSG00000198814
P32248,ENSG00000126353
P32249,ENSG00000169508
P32322,ENSG00000183010
P32455,ENSG00000117228
P32456,ENSG00000162645
P32519,ENSG00000120690
P32969,ENSG00000163682
P32970,ENSG00000125726
P33076,ENSG00000179583
P33121,ENSG00000151726
P33176,ENSG00000170759
P33240,ENSG00000101811
P33527,ENSG00000103222
P33552,ENSG00000123975
P33897,ENSG00000101986
P33908,ENSG00000111885
P33947,ENSG00000136240
P33981,ENSG00000112742
P33991,ENSG00000104738
P33992,ENSG00000100297
P33993,ENSG00000166508
P34897,ENSG00000182199
P34931,ENSG00000204390
P34932,ENSG00000170606
P34949,ENSG00000178802
P35125,ENSG00000129204
P35221,ENSG00000044115
P35222,ENSG00000168036
P35226,ENSG00000168283
P35232,ENSG00000167085
P35240,ENSG00000186575
P35241,ENSG00000137710
P35249,ENSG00000163918
P35250,ENSG00000049541
P35251,ENSG00000035928
P35268,ENSG00000116251
P35269,ENSG00000125651
P35520,ENSG00000160200
P35555,ENSG00000166147
P35573,ENSG00000162688
P35579,ENSG00000100345
P35580,ENSG00000133026
P35606,ENSG00000184432
P35609,ENSG00000077522
P35610,ENSG00000057252
P35611,ENSG00000087274
P35613,ENSG00000172270
P35637,ENSG00000089280
P35658,ENSG00000126883
P35790,ENSG00000110721
P35869,ENSG00000106546
P35914,ENSG00000117305
P35998,ENSG00000161057
P36406,ENSG00000113595
P36507,ENSG00000126934
P36578,ENSG00000174444
P36776,ENSG00000196365
P36871,ENSG00000079739
P36873,ENSG00000186298
P36888,ENSG00000122025
P36955,ENSG00000132386
P36956,ENSG00000072310
P37023,ENSG00000139567
P37088,ENSG00000111319
P37108,ENSG00000140319
P37198,ENSG00000213024
P37268,ENSG00000079459
P37287,ENSG00000165195
P38432,ENSG00000121058
P38435,ENSG00000115486
P38606,ENSG00000114573
P38646,ENSG00000113013
P38919,ENSG00000141543
P38935,ENSG00000132740
P38936,ENSG00000124762
P39019,ENSG00000105372
P39023,ENSG00000100316
P39060,ENSG00000182871
P39210,ENSG00000115204
P39656,ENSG00000244038
P39687,ENSG00000140350
P39748,ENSG00000168496
P39880,ENSG00000257923
P40123,ENSG00000112186
P40126,ENSG00000080166
P40222,ENSG00000084652
P40227,ENSG00000146731
P40259,ENSG00000007312
P40306,ENSG00000205220
P40429,ENSG00000142541
P40692,ENSG00000076242
P40763,ENSG00000168610
P40818,ENSG00000138592
P40925,ENSG00000014641
P40926,ENSG00000146701
P40937,ENSG00000111445
P40938,ENSG00000133119
P40939,ENSG00000084754
P40967,ENSG00000185664
P41002,ENSG00000162063
P41091,ENSG00000130741
P41212,ENSG00000139083
P41226,ENSG00000182179
P41229,ENSG00000126012
P41240,ENSG00000103653
P41250,ENSG00000106105
P41252,ENSG00000196305
P41279,ENSG00000107968
P41743,ENSG00000163558
P42025,ENSG00000115073
P42166,ENSG00000120802
P42167,ENSG00000120802
P42224,ENSG00000115415
P42226,ENSG00000166888
P42229,ENSG00000126561
P42285,ENSG00000039123
P42336,ENSG00000121879
P42338,ENSG00000051382
P42345,ENSG00000198793
P42356,ENSG00000241973
P42566,ENSG00000085832
P42575,ENSG00000106144
P42677,ENSG00000177954
P42684,ENSG00000143322
P42694,ENSG00000198265
P42695,ENSG00000151503
P42696,ENSG00000188739
P42701,ENSG00000096996
P42704,ENSG00000138095
P42766,ENSG00000136942
P42771,ENSG00000147889
P42785,ENSG00000137509
P42858,ENSG00000197386
P42892,ENSG00000117298
P43007,ENSG00000115902
P43034,ENSG00000007168
P43243,ENSG00000015479
P43246,ENSG00000095002
P43268,ENSG00000175832
P43304,ENSG00000115159
P43307,ENSG00000124783
P43355,ENSG00000198681
P43357,ENSG00000221867
P43360,ENSG00000197172
P43362,ENSG00000123584
P43362,ENSG00000267978
P43363,ENSG00000124260
P43364,ENSG00000185247
P43365,ENSG00000213401
P43405,ENSG00000165025
P43490,ENSG00000105835
P43686,ENSG00000013275
P45844,ENSG00000160179
P45880,ENSG00000165637
P45974,ENSG00000111667
P46013,ENSG00000148773
P46019,ENSG00000044446
P46020,ENSG00000067177
P46060,ENSG00000100401
P46063,ENSG00000004700
P46087,ENSG00000111641
P46100,ENSG00000085224
P46199,ENSG00000085760
P46379,ENSG00000204463
P46734,ENSG00000034152
P46736,ENSG00000185515
P46777,ENSG00000122406
P46779,ENSG00000108107
P46781,ENSG00000170889
P46782,ENSG00000083845
P46783,ENSG00000124614
P46821,ENSG00000131711
P46939,ENSG00000152818
P46940,ENSG00000140575
P46977,ENSG00000134910
P47755,ENSG00000198898
P47756,ENSG00000077549
P47897,ENSG00000172053
P47914,ENSG00000162244
P47974,ENSG00000152518
P48047,ENSG00000241837
P48058,ENSG00000152578
P48163,ENSG00000065833
P48200,ENSG00000136381
P48378,ENSG00000087903
P48380,ENSG00000080298
P48382,ENSG00000143390
P48426,ENSG00000150867
P48444,ENSG00000095139
P48449,ENSG00000160285
P48553,ENSG00000160218
P48556,ENSG00000099341
P48595,ENSG00000242550
P48634,ENSG00000204469
P48637,ENSG00000100983
P48643,ENSG00000150753
P48651,ENSG00000156471
P48723,ENSG00000155304
P48730,ENSG00000141551
P48736,ENSG00000105851
P48764,ENSG00000066230
P48775,ENSG00000151790
P49005,ENSG00000106628
P49069,ENSG00000164615
P49116,ENSG00000177463
P49247,ENSG00000153574
P49321,ENSG00000132780
P49327,ENSG00000169710
P49366,ENSG00000095059
P49368,ENSG00000163468
P49406,ENSG00000115364
P49411,ENSG00000178952
P49418,ENSG00000078053
P49450,ENSG00000115163
P49454,ENSG00000117724
P49459,ENSG00000077721
P49585,ENSG00000161217
P49588,ENSG00000090861
P49589,ENSG00000110619
P49591,ENSG00000031698
P49642,ENSG00000198056
P49643,ENSG00000146143
P49674,ENSG00000213923
P49674,ENSG00000283900
P49682,ENSG00000186810
P49685,ENSG00000154165
P49711,ENSG00000102974
P49720,ENSG00000277791
P49721,ENSG00000126067
P49736,ENSG00000073111
P49750,ENSG00000119596
P49754,ENSG00000006715
P49760,ENSG00000176444
P49761,ENSG00000179335
P49770,ENSG00000119718
P49771,ENSG00000090554
P49790,ENSG00000124789
P49792,ENSG00000153201
P49796,ENSG00000138835
P49815,ENSG00000103197
P49840,ENSG00000105723
P49841,ENSG00000082701
P49915,ENSG00000163655
P49916,ENSG00000005156
P49961,ENSG00000138185
P50213,ENSG00000166411
P50395,ENSG00000057608
P50402,ENSG00000102119
P50416,ENSG00000110090
P50454,ENSG00000149257
P50502,ENSG00000100380
P50542,ENSG00000139197
P50570,ENSG00000079805
P50579,ENSG00000111142
P50591,ENSG00000121858
P50613,ENSG00000134058
P50748,ENSG00000184445
P50749,ENSG00000101265
P50750,ENSG00000136807
P50851,ENSG00000198589
P50897,ENSG00000131238
P50990,ENSG00000156261
P50991,ENSG00000115484
P50995,ENSG00000122359
P51003,ENSG00000090060
P51114,ENSG00000114416
P51149,ENSG00000075785
P51157,ENSG00000157869
P51398,ENSG00000132676
P51451,ENSG00000136573
P51452,ENSG00000108861
P51530,ENSG00000138346
P51531,ENSG00000080503
P51532,ENSG00000127616
P51553,ENSG00000067829
P51571,ENSG00000180879
P51572,ENSG00000185825
P51587,ENSG00000139618
P51610,ENSG00000172534
P51648,ENSG00000072210
P51654,ENSG00000147257
P51665,ENSG00000103035
P51684,ENSG00000112486
P51692,ENSG00000173757
P51784,ENSG00000102226
P51788,ENSG00000114859
P51790,ENSG00000109572
P51797,ENSG00000011021
P51798,ENSG00000103249
P51805,ENSG00000130827
P51812,ENSG00000177189
P51814,ENSG00000147124
P51825,ENSG00000172493
P51946,ENSG00000134480
P51955,ENSG00000117650
P51956,ENSG00000136098
P51970,ENSG00000119421
P52209,ENSG00000142657
P52272,ENSG00000099783
P52292,ENSG00000182481
P52294,ENSG00000114030
P52306,ENSG00000138698
P52333,ENSG00000105639
P52429,ENSG00000153933
P52435,ENSG00000005075
P52597,ENSG00000169813
P52630,ENSG00000170581
P52657,ENSG00000140307
P52701,ENSG00000116062
P52732,ENSG00000138160
P52735,ENSG00000160293
P52739,ENSG00000172262
P52756,ENSG00000003756
P52758,ENSG00000132541
P52788,ENSG00000102172
P52789,ENSG00000159399
P52848,ENSG00000070614
P52888,ENSG00000172009
P52907,ENSG00000116489
P52948,ENSG00000110713
P53004,ENSG00000106605
P53007,ENSG00000100075
P53350,ENSG00000166851
P53355,ENSG00000196730
P53396,ENSG00000131473
P53582,ENSG00000164024
P53597,ENSG00000163541
P53602,ENSG00000167508
P53611,ENSG00000137955
P53618,ENSG00000129083
P53621,ENSG00000122218
P53634,ENSG00000109861
P53667,ENSG00000106683
P53675,ENSG00000070371
P53677,ENSG00000070718
P53680,ENSG00000042753
P53701,ENSG00000004961
P53778,ENSG00000188130
P53804,ENSG00000182670
P53814,ENSG00000183963
P53990,ENSG00000182149
P53992,ENSG00000176986
P53999,ENSG00000113387
P54098,ENSG00000140521
P54132,ENSG00000197299
P54136,ENSG00000113643
P54274,ENSG00000147601
P54277,ENSG00000064933
P54278,ENSG00000122512
P54368,ENSG00000104904
P54577,ENSG00000134684
P54578,ENSG00000101557
P54687,ENSG00000060982
P54709,ENSG00000069849
P54725,ENSG00000179262
P54727,ENSG00000119318
P54802,ENSG00000108784
P54819,ENSG00000004455
P54886,ENSG00000059573
P54920,ENSG00000105402
P55010,ENSG00000100664
P55017,ENSG00000070915
P55036,ENSG00000159352
P55060,ENSG00000124207
P55061,ENSG00000139644
P55072,ENSG00000165280
P55081,ENSG00000140259
P55084,ENSG00000138029
P55160,ENSG00000123338
P55196,ENSG00000130396
P55199,ENSG00000105656
P55201,ENSG00000156983
P55209,ENSG00000187109
P55212,ENSG00000138794
P55263,ENSG00000156110
P55265,ENSG00000160710
P55268,ENSG00000172037
P55347,ENSG00000160199
P55735,ENSG00000157020
P55769,ENSG00000100138
P55786,ENSG00000141279
P55795,ENSG00000126945
P55809,ENSG00000083720
P55884,ENSG00000106263
P56182,ENSG00000160214
P56192,ENSG00000166986
P56270,ENSG00000103495
P56282,ENSG00000100479
P56373,ENSG00000109991
P56377,ENSG00000182287
P56537,ENSG00000242372
P56556,ENSG00000184983
P56589,ENSG00000034693
P56817,ENSG00000186318
P57059,ENSG00000142178
P57081,ENSG00000160193
P57086,ENSG00000171222
P57088,ENSG00000109133
P57678,ENSG00000179409
P57737,ENSG00000103426
P57737,ENSG00000262246
P57740,ENSG00000111581
P57764,ENSG00000104518
P58004,ENSG00000130766
P58107,ENSG00000261150
P58340,ENSG00000178053
P59998,ENSG00000241553
P59998,ENSG00000250151
P60174,ENSG00000111669
P60228,ENSG00000104408
P60510,ENSG00000149923
P60520,ENSG00000034713
P60660,ENSG00000092841
P60709,ENSG00000075624
P60842,ENSG00000161960
P60900,ENSG00000100902
P60903,ENSG00000197747
P60953,ENSG00000070831
P60953,ENSG00000289694
P61009,ENSG00000129128
P61011,ENSG00000100883
P61073,ENSG00000121966
P61077,ENSG00000109332
P61086,ENSG00000078140
P61158,ENSG00000115091
P61160,ENSG00000138071
P61163,ENSG00000138107
P61165,ENSG00000134825
P61201,ENSG00000166200
P61221,ENSG00000164163
P61244,ENSG00000125952
P61247,ENSG00000145425
P61289,ENSG00000131467
P61313,ENSG00000174748
P61353,ENSG00000131469
P61421,ENSG00000159720
P61599,ENSG00000173418
P61619,ENSG00000058262
P61764,ENSG00000136854
P61803,ENSG00000129562
P61923,ENSG00000111481
P61962,ENSG00000136485
P61978,ENSG00000165119
P61981,ENSG00000170027
P62081,ENSG00000171863
P62136,ENSG00000172531
P62140,ENSG00000213639
P62191,ENSG00000100764
P62195,ENSG00000087191
P62249,ENSG00000105193
P62256,ENSG00000186591
P62269,ENSG00000231500
P62277,ENSG00000110700
P62280,ENSG00000142534
P62306,ENSG00000139343
P62310,ENSG00000170860
P62314,ENSG00000167088
P62341,ENSG00000198843
P62424,ENSG00000148303
P62487,ENSG00000168002
P62495,ENSG00000120705
P62701,ENSG00000198034
P62714,ENSG00000104695
P62736,ENSG00000107796
P62750,ENSG00000198242
P62753,ENSG00000137154
P62805,ENSG00000158406
P62805,ENSG00000197061
P62805,ENSG00000197238
P62805,ENSG00000197837
P62805,ENSG00000270276
P62805,ENSG00000270882
P62805,ENSG00000273542
P62805,ENSG00000274618
P62805,ENSG00000275126
P62805,ENSG00000276180
P62805,ENSG00000276966
P62805,ENSG00000277157
P62805,ENSG00000278637
P62805,ENSG00000278705
P62807,ENSG00000180596
P62807,ENSG00000273802
P62807,ENSG00000274290
P62807,ENSG00000277224
P62807,ENSG00000278588
P62826,ENSG00000132341
P62829,ENSG00000125691
P62841,ENSG00000115268
P62847,ENSG00000138326
P62851,ENSG00000118181
P62857,ENSG00000233927
P62861,ENSG00000149806
P62873,ENSG00000078369
P62879,ENSG00000172354
P62899,ENSG00000071082
P62906,ENSG00000198755
P62913,ENSG00000142676
P62917,ENSG00000161016
P62987,ENSG00000221983
P62993,ENSG00000177885
P63010,ENSG00000006125
P63096,ENSG00000127955
P63151,ENSG00000221914
P63173,ENSG00000172809
P63208,ENSG00000113558
P63241,ENSG00000132507
P63244,ENSG00000204628
P63261,ENSG00000184009
P63272,ENSG00000213246
P63313,ENSG00000034510
P67809,ENSG00000065978
P67936,ENSG00000167460
P68032,ENSG00000159251
P68036,ENSG00000185651
P68104,ENSG00000156508
P68400,ENSG00000101266
P68431,ENSG00000197153
P68431,ENSG00000197409
P68431,ENSG00000273983
P68431,ENSG00000274750
P68431,ENSG00000275379
P68431,ENSG00000275714
P68431,ENSG00000277775
P68431,ENSG00000278828
P68431,ENSG00000286522
P68431,ENSG00000287080
P68543,ENSG00000173960
P69849,ENSG00000103226
P69905,ENSG00000188536
P69905,ENSG00000206172
P78316,ENSG00000087269
P78325,ENSG00000151651
P78344,ENSG00000110321
P78347,ENSG00000263001
P78356,ENSG00000276293
P78357,ENSG00000108797
P78368,ENSG00000133275
P78371,ENSG00000166226
P78381,ENSG00000102100
P78382,ENSG00000164414
P78395,ENSG00000185686
P78396,ENSG00000133101
P78406,ENSG00000101146
P78415,ENSG00000177508
P78508,ENSG00000177807
P78527,ENSG00000253729
P78536,ENSG00000151694
P78537,ENSG00000135441
P78549,ENSG00000065057
P78559,ENSG00000166963
P80217,ENSG00000068079
P82094,ENSG00000144747
P82650,ENSG00000175110
P82909,ENSG00000134056
P82914,ENSG00000116898
P83436,ENSG00000168434
P83731,ENSG00000114391
P83876,ENSG00000141759
P84095,ENSG00000177105
P84098,ENSG00000108298
P85037,ENSG00000164916
P86452,ENSG00000257315
P86790,ENSG00000122674
P86790,ENSG00000146574
P98082,ENSG00000153071
P98160,ENSG00000142798
P98161,ENSG00000008710
P98171,ENSG00000089820
P98179,ENSG00000102317
P98194,ENSG00000017260
P98196,ENSG00000068650
Q00169,ENSG00000174238
Q00325,ENSG00000075415
Q00341,ENSG00000115677
Q00403,ENSG00000137947
Q00526,ENSG00000250506
Q00534,ENSG00000105810
Q00537,ENSG00000059758
Q00610,ENSG00000141367
Q00613,ENSG00000185122
Q00653,ENSG00000077150
Q00722,ENSG00000137841
Q00839,ENSG00000153187
Q00987,ENSG00000135679
Q01082,ENSG00000115306
Q01094,ENSG00000101412
Q01105,ENSG00000119335
Q01151,ENSG00000112149
Q01167,ENSG00000141568
Q01196,ENSG00000159216
Q01201,ENSG00000104856
Q01432,ENSG00000133805
Q01433,ENSG00000116337
Q01484,ENSG00000145362
Q01518,ENSG00000131236
Q01581,ENSG00000112972
Q01629,ENSG00000185201
Q01650,ENSG00000103257
Q01664,ENSG00000090447
Q01780,ENSG00000171824
Q01804,ENSG00000164164
Q01813,ENSG00000067057
Q01814,ENSG00000157087
Q01826,ENSG00000182568
Q01844,ENSG00000182944
Q01850,ENSG00000140743
Q01892,ENSG00000269404
Q01970,ENSG00000149782
Q02078,ENSG00000068305
Q02108,ENSG00000164116
Q02153,ENSG00000061918
Q02224,ENSG00000138778
Q02241,ENSG00000137807
Q02447,ENSG00000172845
Q02535,ENSG00000117318
Q02543,ENSG00000105640
Q02548,ENSG00000196092
Q02556,ENSG00000140968
Q02750,ENSG00000169032
Q02790,ENSG00000004478
Q02809,ENSG00000083444
Q02878,ENSG00000089009
Q02880,ENSG00000077097
Q02952,ENSG00000131016
Q03001,ENSG00000151914
Q03112,ENSG00000085276
Q03154,ENSG00000243989
Q03164,ENSG00000118058
Q03169,ENSG00000185215
Q03188,ENSG00000145241
Q03252,ENSG00000176619
Q03468,ENSG00000225830
Q03518,ENSG00000168394
Q03519,ENSG00000204267
Q03701,ENSG00000115816
Q03933,ENSG00000025156
Q03936,ENSG00000146757
Q03989,ENSG00000196843
Q04206,ENSG00000173039
Q04323,ENSG00000162191
Q04446,ENSG00000114480
Q04637,ENSG00000114867
Q04656,ENSG00000165240
Q04721,ENSG00000134250
Q04725,ENSG00000065717
Q04726,ENSG00000140332
Q04837,ENSG00000106028
Q04917,ENSG00000128245
Q05048,ENSG00000101138
Q05397,ENSG00000169398
Q05519,ENSG00000116754
Q05639,ENSG00000101210
Q05923,ENSG00000158050
Q06033,ENSG00000162267
Q06124,ENSG00000179295
Q06187,ENSG00000010671
Q06190,ENSG00000073711
Q06203,ENSG00000128059
Q06210,ENSG00000198380
Q06265,ENSG00000123737
Q06278,ENSG00000138356
Q06323,ENSG00000092010
Q06330,ENSG00000168214
Q06413,ENSG00000081189
Q06546,ENSG00000154727
Q06787,ENSG00000102081
Q06945,ENSG00000124766
Q07020,ENSG00000063177
Q07021,ENSG00000108561
Q07065,ENSG00000136026
Q07157,ENSG00000104067
Q07343,ENSG00000184588
Q07666,ENSG00000121774
Q07820,ENSG00000143384
Q07864,ENSG00000177084
Q07866,ENSG00000126214
Q07869,ENSG00000186951
Q07889,ENSG00000115904
Q07890,ENSG00000100485
Q07912,ENSG00000061938
Q07954,ENSG00000123384
Q07960,ENSG00000175220
Q08117,ENSG00000104964
Q08209,ENSG00000138814
Q08211,ENSG00000135829
Q08257,ENSG00000116791
Q08378,ENSG00000090615
Q08379,ENSG00000167110
Q08431,ENSG00000140545
Q08499,ENSG00000113448
Q08945,ENSG00000149136
Q08999,ENSG00000103479
Q08AD1,ENSG00000118200
Q08AF3,ENSG00000166750
Q08ER8,ENSG00000178229
Q08J23,ENSG00000037474
Q09019,ENSG00000185800
Q09028,ENSG00000162521
Q09161,ENSG00000136937
Q09327,ENSG00000128268
Q09472,ENSG00000100393
Q09666,ENSG00000124942
Q0D2I5,ENSG00000010295
Q0IIM8,ENSG00000133138
Q0P6H9,ENSG00000137842
Q0PNE2,ENSG00000163832
Q0VAM2,ENSG00000138670
Q10471,ENSG00000143641
Q10567,ENSG00000100280
Q10570,ENSG00000071894
Q10589,ENSG00000130303
Q10713,ENSG00000165688
Q12766,ENSG00000113716
Q12768,ENSG00000164961
Q12769,ENSG00000030066
Q12770,ENSG00000114650
Q12772,ENSG00000198911
Q12778,ENSG00000150907
Q12788,ENSG00000183751
Q12789,ENSG00000077235
Q12796,ENSG00000146278
Q12797,ENSG00000198363
Q12800,ENSG00000135457
Q12802,ENSG00000170776
Q12815,ENSG00000135451
Q12824,ENSG00000099956
Q12830,ENSG00000171634
Q12834,ENSG00000117399
Q12840,ENSG00000155980
Q12851,ENSG00000168067
Q12872,ENSG00000061936
Q12873,ENSG00000170004
Q12874,ENSG00000183431
Q12884,ENSG00000078098
Q12888,ENSG00000067369
Q12894,ENSG00000214706
Q12899,ENSG00000234127
Q12904,ENSG00000164022
Q12905,ENSG00000143621
Q12906,ENSG00000129351
Q12907,ENSG00000169223
Q12912,ENSG00000118308
Q12923,ENSG00000163629
Q12931,ENSG00000126602
Q12933,ENSG00000127191
Q12955,ENSG00000151150
Q12959,ENSG00000075711
Q12965,ENSG00000157483
Q12968,ENSG00000072736
Q12972,ENSG00000117751
Q12974,ENSG00000184007
Q12979,ENSG00000159842
Q12980,ENSG00000103148
Q12981,ENSG00000113734
Q12986,ENSG00000086102
Q12996,ENSG00000176102
Q13011,ENSG00000104823
Q13017,ENSG00000100852
Q13029,ENSG00000116731
Q13043,ENSG00000101109
Q13045,ENSG00000177731
Q13057,ENSG00000068120
Q13077,ENSG00000056558
Q13084,ENSG00000086504
Q13085,ENSG00000278540
Q13098,ENSG00000169727
Q13099,ENSG00000032742
Q13107,ENSG00000114316
Q13111,ENSG00000167670
Q13112,ENSG00000159259
Q13115,ENSG00000120875
Q13118,ENSG00000155090
Q13123,ENSG00000113141
Q13127,ENSG00000084093
Q13129,ENSG00000117000
Q13131,ENSG00000132356
Q13136,ENSG00000131626
Q13137,ENSG00000136436
Q13144,ENSG00000145191
Q13148,ENSG00000120948
Q13151,ENSG00000177733
Q13155,ENSG00000106305
Q13158,ENSG00000168040
Q13162,ENSG00000123131
Q13164,ENSG00000166484
Q13188,ENSG00000104375
Q13190,ENSG00000162236
Q13191,ENSG00000114423
Q13200,ENSG00000175166
Q13206,ENSG00000178105
Q13207,ENSG00000121068
Q13217,ENSG00000102580
Q13227,ENSG00000132522
Q13228,ENSG00000143416
Q13233,ENSG00000095015
Q13239,ENSG00000155926
Q13257,ENSG00000164109
Q13263,ENSG00000130726
Q13283,ENSG00000145907
Q13287,ENSG00000123609
Q13308,ENSG00000112655
Q13309,ENSG00000145604
Q13310,ENSG00000090621
Q13315,ENSG00000149311
Q13325,ENSG00000152778
Q13330,ENSG00000182979
Q13342,ENSG00000079263
Q13347,ENSG00000084623
Q13352,ENSG00000142856
Q13356,ENSG00000100023
Q13362,ENSG00000078304
Q13363,ENSG00000159692
Q13371,ENSG00000136940
Q13393,ENSG00000075651
Q13395,ENSG00000059588
Q13409,ENSG00000077380
Q13415,ENSG00000085840
Q13416,ENSG00000115942
Q13418,ENSG00000166333
Q13421,ENSG00000102854
Q13422,ENSG00000185811
Q13423,ENSG00000112992
Q13425,ENSG00000168807
Q13428,ENSG00000070814
Q13432,ENSG00000109103
Q13433,ENSG00000141424
Q13435,ENSG00000087365
Q13438,ENSG00000135506
Q13439,ENSG00000144674
Q13459,ENSG00000099331
Q13464,ENSG00000067900
Q13469,ENSG00000101096
Q13480,ENSG00000109458
Q13485,ENSG00000141646
Q13487,ENSG00000104976
Q13488,ENSG00000110719
Q13489,ENSG00000023445
Q13492,ENSG00000073921
Q13496,ENSG00000171100
Q13501,ENSG00000161011
Q13505,ENSG00000173171
Q13530,ENSG00000132824
Q13535,ENSG00000175054
Q13547,ENSG00000116478
Q13561,ENSG00000175203
Q13564,ENSG00000159593
Q13568,ENSG00000128604
Q13569,ENSG00000139372
Q13571,ENSG00000162511
Q13572,ENSG00000100605
Q13576,ENSG00000145703
Q13586,ENSG00000167323
Q13596,ENSG00000028528
Q13613,ENSG00000063601
Q13614,ENSG00000087053
Q13616,ENSG00000055130
Q13617,ENSG00000108094
Q13618,ENSG00000036257
Q13620,ENSG00000158290
Q13625,ENSG00000143514
Q13627,ENSG00000157540
Q13630,ENSG00000104522
Q13671,ENSG00000174791
Q13685,ENSG00000127837
Q13724,ENSG00000115275
Q13753,ENSG00000058085
Q13769,ENSG00000100296
Q13772,ENSG00000266412
Q13794,ENSG00000141682
Q13813,ENSG00000197694
Q13823,ENSG00000134697
Q13867,ENSG00000108578
Q13868,ENSG00000130713
Q13885,ENSG00000137267
Q13888,ENSG00000145736
Q13889,ENSG00000111358
Q13895,ENSG00000112578
Q13901,ENSG00000197223
Q13905,ENSG00000107263
Q13907,ENSG00000067064
Q13972,ENSG00000058335
Q14004,ENSG00000065883
Q14005,ENSG00000172349
Q14008,ENSG00000175216
Q14094,ENSG00000118816
Q14103,ENSG00000138668
Q14126,ENSG00000046604
Q14137,ENSG00000261236
Q14139,ENSG00000110344
Q14141,ENSG00000125354
Q14142,ENSG00000106785
Q14145,ENSG00000079999
Q14146,ENSG00000135763
Q14151,ENSG00000130254
Q14152,ENSG00000107581
Q14157,ENSG00000143569
Q14160,ENSG00000180900
Q14161,ENSG00000139436
Q14165,ENSG00000110917
Q14166,ENSG00000100304
Q14181,ENSG00000014138
Q14185,ENSG00000150760
Q14186,ENSG00000198176
Q14188,ENSG00000114126
Q14190,ENSG00000159263
Q14191,ENSG00000165392
Q14202,ENSG00000147130
Q14203,ENSG00000204843
Q14204,ENSG00000197102
Q14207,ENSG00000149308
Q14213,ENSG00000105246
Q14232,ENSG00000111361
Q14240,ENSG00000156976
Q14241,ENSG00000011007
Q14246,ENSG00000174837
Q14249,ENSG00000167136
Q14254,ENSG00000132589
Q14257,ENSG00000117906
Q14258,ENSG00000121060
Q14289,ENSG00000120899
Q14296,ENSG00000164896
Q14315,ENSG00000128591
Q14435,ENSG00000115339
Q14444,ENSG00000135387
Q14457,ENSG00000126581
Q14493,ENSG00000163950
Q14494,ENSG00000082641
Q14498,ENSG00000131051
Q14517,ENSG00000083857
Q14526,ENSG00000177374
Q14527,ENSG00000071794
Q14534,ENSG00000104549
Q14558,ENSG00000161542
Q14562,ENSG00000067596
Q14566,ENSG00000076003
Q14571,ENSG00000123104
Q14573,ENSG00000096433
Q14586,ENSG00000185947
Q14592,ENSG00000197714
Q14596,ENSG00000188554
Q14643,ENSG00000150995
Q14651,ENSG00000120756
Q14653,ENSG00000126456
Q14667,ENSG00000007202
Q14669,ENSG00000153827
Q14671,ENSG00000134644
Q14674,ENSG00000135476
Q14677,ENSG00000113282
Q14678,ENSG00000107104
Q14679,ENSG00000135912
Q14680,ENSG00000165304
Q14683,ENSG00000072501
